Crop,Soil_Type,Temperature,Humidity,Soil_Moisture,Rainfall,Growth_Stage,Irrigation_Need
Wheat,Clay,32.31061205071675,86.47218085635498,14.56052757197539,22.653816631784473,Maturity,High
Wheat,Sandy,21.634428303320803,40.36131631248939,40.46269876736878,131.8582945576428,Fruiting,Medium
Rice,Sandy,23.07359257914031,22.92292729763173,82.25653343326316,185.1218896713875,Vegetative,Low
Wheat,Loamy,39.09399266808738,83.58427027721558,11.678639702904254,193.84918684221805,Flowering,High
Potato,Sandy,16.324366862623663,84.79000669911562,47.97185262254439,47.184617465522514,Fruiting,Low
Sugarcane,Clay,44.762765610864605,64.71733098817626,84.49264728884978,161.85064553013098,Fruiting,Medium
Potato,Clay,18.910550391443753,63.08253179722688,41.58727998120169,70.71065537448806,Maturity,Low
Rice,Sandy,38.88205576190812,80.98402044660645,44.25405499697203,180.09141454959646,Fruiting,High
Cotton,Silty,26.843259503150485,78.973216453271,56.28480441592959,157.49791372587475,Flowering,Low
Maize,Loamy,29.766485498624007,86.75791050820281,47.034986686174676,14.784343329152726,Seedling,Low
Potato,Silty,41.419517323937335,61.45605856975276,23.488135299004192,81.42739877545546,Flowering,High
Rice,Loamy,27.387335687676398,92.57353195496066,11.484443125588832,67.46356520193481,Flowering,Medium
Groundnut,Silty,31.124812610197033,94.71101232000038,58.78493263829613,157.03620414465541,Maturity,Low
Cotton,Sandy,16.478989872275097,28.740845749897446,83.66452696062497,82.05714213063182,Maturity,Low
Rice,Loamy,15.070424216023595,83.71578196655915,18.50913064217325,136.91767953061677,Fruiting,Medium
Rice,Loamy,22.343996190051776,57.48666933114418,26.87621754022027,120.48705111808809,Maturity,Medium
Maize,Loamy,35.41749278756302,49.06747537248741,39.61835886599788,195.12774381952676,Fruiting,High
Sugarcane,Clay,18.637946800774102,65.98042324120362,74.69937832168958,187.55699136032297,Seedling,Low
Potato,Clay,18.412858764136484,24.19741679465053,31.540825317678205,85.53990294774374,Vegetative,Medium
Groundnut,Silty,27.328818241077098,57.98458390753099,80.56435234230148,144.71564232822988,Maturity,Low
Tomato,Sandy,34.4351111582468,85.316792752,14.396629972005313,165.89201879624434,Maturity,Medium
Potato,Clay,36.362159767437916,36.009613710422656,85.27652970071479,179.77715077242905,Seedling,Medium
Tomato,Loamy,20.353520222951243,51.97924210770688,54.85976622990119,13.626852755296737,Maturity,Medium
Rice,Clay,17.387644421161273,90.46106657861566,62.70221427901636,60.41575985469936,Seedling,Low
Wheat,Sandy,43.21191101836632,52.1422878354273,39.41516180290825,64.04600819370437,Fruiting,High
Groundnut,Clay,22.819991476863052,46.87757242492987,72.55954284088483,86.88919024397572,Maturity,Low
Cotton,Loamy,40.600394928261714,53.04024860925337,23.325300006752485,33.8529501430838,Maturity,High
Wheat,Silty,40.90474351388455,58.95895748881672,13.912946022278962,99.24117599000162,Fruiting,High
Wheat,Loamy,38.17567775287633,67.39935080986017,41.64135544860457,132.64286545969122,Maturity,Medium
Potato,Sandy,20.0650081995771,80.05196006875482,78.29565711848316,99.47278404334354,Flowering,Low
Groundnut,Silty,39.654043777626015,53.90766543232357,70.39414693101557,133.15861903952316,Seedling,Medium
Sugarcane,Clay,38.0775167772476,81.31107013176052,51.37247763911664,13.288326363580062,Vegetative,Medium
Rice,Clay,32.90168970318651,60.029049601406044,55.771019773228275,175.19746634148206,Flowering,Low
Rice,Clay,25.116061055068585,45.386038277598324,20.391426103900436,187.8138384202137,Vegetative,Medium
Rice,Silty,22.875258127996325,69.34631210895606,77.25452068940658,123.58148482372972,Flowering,Low
Rice,Loamy,18.65667636241077,73.82916910576185,72.95677463713575,176.2781997273794,Flowering,Low
Potato,Silty,30.292712007026143,61.853673172211565,62.51763151095542,26.289203329642486,Flowering,Medium
Tomato,Silty,32.5578262652954,24.246122985104257,47.29528290631507,159.48978401526205,Seedling,Medium
Rice,Sandy,25.78016971547362,32.74121563706187,87.156741462361,23.829638694518795,Vegetative,Medium
Tomato,Silty,29.260772030426057,41.397329066767114,80.32255775011768,81.60204629950734,Fruiting,Low
Tomato,Clay,25.905433721078,41.196920446361986,61.55443948116948,64.763706911655,Fruiting,Low
Sugarcane,Loamy,34.23018171962104,70.5065600185153,39.74407981738303,117.11836504409085,Maturity,Medium
Rice,Loamy,42.0377762338969,21.376149625522444,59.44178229452099,60.30290704790671,Seedling,Medium
Maize,Loamy,19.917607861408346,76.67613327871399,56.03527412245323,127.46272593342654,Seedling,Low
Cotton,Clay,26.4422642970937,39.900685610519986,41.539359026793306,73.47745783039157,Seedling,Medium
Wheat,Clay,19.22605811852584,43.25163846620768,34.53391773504609,172.1580762060929,Flowering,Medium
Tomato,Clay,33.74831311223496,59.59323709579432,42.56086337898579,126.7767680439223,Seedling,Medium
Groundnut,Clay,36.86611528465787,36.19442007042181,55.91291248267183,43.059659464289226,Fruiting,High
Groundnut,Clay,42.957381977923674,86.33534851816457,44.250787576887554,67.2258844056174,Seedling,Medium
Cotton,Silty,23.366157787828946,26.402658449492396,31.08595905611071,169.48417752533115,Flowering,High
Groundnut,Clay,43.5063361759629,53.328677172579866,70.8770654208647,77.2959499974917,Vegetative,Medium
Maize,Clay,16.897880154620243,83.70667020911674,52.51739967659304,107.15981311312903,Seedling,Low
Groundnut,Clay,33.09041590093764,66.18829208159269,15.414013058047997,129.78838719046655,Vegetative,Medium
Wheat,Clay,16.7139815802999,41.924713688197514,39.46532045009004,69.56192991718335,Maturity,Medium
Wheat,Loamy,41.81322563285835,51.55701558323456,80.79307657695948,58.79572615161366,Flowering,Medium
Tomato,Clay,30.894271712101624,73.0020785256886,70.41892249599616,95.05098052160572,Seedling,Low
Rice,Silty,35.08045052288388,92.99455575229246,35.85974271552057,42.976194418557824,Maturity,High
Sugarcane,Silty,39.947217777313575,86.98540387845752,85.05465216356073,56.842117383812685,Maturity,Low
Maize,Silty,19.509318674519065,45.68246062867826,16.128232668656814,12.415696806407217,Vegetative,High
Tomato,Sandy,16.157746858144016,94.86484094658931,86.89877631137512,60.79405519420109,Fruiting,Low
Maize,Loamy,41.366434377385566,20.26284976482937,29.65640739877405,64.14081867271386,Fruiting,High
Rice,Clay,24.447996823767973,22.07223168563113,10.727534424193541,192.36663325826393,Fruiting,High
Potato,Sandy,18.86936723781496,81.78803863783953,44.704642921466146,117.94576509317602,Fruiting,Medium
Groundnut,Clay,29.053837112612598,34.9597015124789,38.717634374960696,157.47648508316112,Flowering,High
Groundnut,Sandy,32.94918227088056,24.557695129718063,53.127120416543505,9.07545055606449,Seedling,High
Sugarcane,Sandy,15.929118102675304,37.78610549273766,73.74182884558763,21.307338721674384,Seedling,Medium
Rice,Silty,23.24686974771263,51.95751154856451,77.39446417203577,162.90739217251846,Flowering,Low
Tomato,Silty,15.98399622830688,74.79247028250536,42.09839996893535,124.70990988352715,Vegetative,Low
Sugarcane,Sandy,27.61006167586497,66.82516449134042,44.387659496508014,38.196406108040584,Seedling,Medium
Rice,Silty,41.853000871987334,37.82159131703153,21.854218426357896,80.95908117234765,Maturity,High
Cotton,Sandy,44.479572344807075,57.74528360754383,13.80380871049308,107.73449999632456,Seedling,High
Wheat,Loamy,34.111426605108825,89.46605790489265,61.29719921880198,168.72196582748836,Flowering,Low
Sugarcane,Silty,19.849130813537755,81.12558327378183,15.155010044215382,12.082398338898837,Vegetative,High
Sugarcane,Silty,42.17548169997917,44.23923386238451,68.70640955371647,119.34445787347248,Seedling,Medium
Tomato,Silty,30.487434696001813,93.66984210167722,53.1272116017798,143.4071843173368,Flowering,Low
Maize,Loamy,19.612479363087544,73.14653003263481,25.88663825808667,195.57837158209188,Maturity,Medium
Cotton,Sandy,42.651800083549844,24.683701675008635,53.16183548101197,161.43201565843688,Fruiting,High
Tomato,Clay,37.72407152169309,22.6370534966479,24.639817328167908,55.245462713054685,Maturity,High
Rice,Silty,36.951158181694545,32.630596175752245,45.09897660083296,141.91583877565301,Maturity,Medium
Rice,Sandy,36.27542111383214,74.58919010376101,73.9648252993783,152.6555769853954,Vegetative,Low
Rice,Loamy,21.01019463289327,33.78041943818209,46.953543472850995,145.94709998367904,Seedling,Low
Potato,Clay,21.33020075122578,58.36150769066251,21.89594546380386,164.028813590374,Fruiting,Medium
Rice,Silty,35.64878995281765,26.99450901356238,67.9062945458356,180.74599524272753,Flowering,High
Maize,Loamy,21.591682503311908,89.06646183726464,24.94147330160071,19.68597379786805,Fruiting,High
Cotton,Loamy,28.160150904091466,45.79704601876757,69.08398994960876,20.952771536223768,Seedling,Low
Groundnut,Clay,38.46005476781824,88.1099042420473,48.34818313726666,159.2799977541292,Vegetative,Low
Wheat,Sandy,38.518575542935224,90.86567314329082,46.29934072754413,50.47449530429417,Seedling,Low
Maize,Silty,28.59785317577579,20.459648548526058,78.11480302859798,11.708284390015589,Flowering,High
Maize,Silty,38.76569814825736,54.810139039904904,66.6882819472535,80.24583619612116,Fruiting,Medium
Potato,Sandy,40.1586538859417,21.849204178016965,12.63286375639514,163.97538236521564,Maturity,High
Groundnut,Sandy,34.64327253852781,88.15195747271794,33.69394516812819,25.313004762796076,Seedling,Medium
Groundnut,Sandy,21.852775569252607,58.88056585509319,79.67365286799189,134.3683943608935,Vegetative,Low
Wheat,Clay,23.220353411566425,25.620800952387263,11.466093483615891,0.7231723543135393,Vegetative,High
Wheat,Clay,24.44523466226206,28.270754620742515,53.62027570095763,21.94748944248999,Fruiting,Medium
Groundnut,Silty,18.50412323201856,48.763176836955424,68.22605353391552,70.17006915369737,Maturity,Low
Rice,Clay,23.194788611098353,90.5175644654667,59.74848683876607,16.720456204882804,Flowering,Medium
Maize,Loamy,21.28557672937596,71.96818636760607,70.84257616835491,169.1803334874226,Maturity,Low
Tomato,Silty,28.659862494258064,85.07141496418492,68.05534791317967,172.81410062909376,Fruiting,Low
Wheat,Clay,42.253126436167946,47.484248475498475,65.36245561224906,151.11414061990484,Maturity,Medium
Potato,Sandy,18.13440950261874,23.241027466249875,75.72318887405217,48.495926279123495,Fruiting,Medium
Potato,Loamy,36.60803771842187,93.07382279033106,61.65525347596307,104.64941504799596,Maturity,Low
Wheat,Sandy,35.61849013239383,21.287974299677717,42.19347954055856,36.83770510467428,Seedling,High
Groundnut,Silty,17.87262595990073,91.07387398108168,47.75272879316701,56.25569001462216,Vegetative,Low
Cotton,Sandy,42.677172147174005,47.650806788685856,67.33798261451605,103.20105843475822,Fruiting,Medium
Tomato,Clay,32.05416606470459,20.756780376641114,80.10448237334352,147.00276169215957,Fruiting,Medium
Tomato,Clay,25.911765634070527,71.68679237933813,31.777504067182054,18.93087607872783,Vegetative,Medium
Wheat,Silty,37.6961575048592,93.54052280235156,37.36614367768566,59.33933952561723,Flowering,High
Rice,Sandy,22.720963752049023,92.42192921281944,84.459151708993,185.32426971438446,Fruiting,Low
Cotton,Silty,35.80529511138961,32.07027584018138,56.28094339275563,85.82466355637763,Seedling,Medium
Tomato,Sandy,16.191336227167415,33.59358545496163,24.316945370800084,187.7739347818629,Maturity,High
Wheat,Loamy,40.18224112827816,62.41541859647451,63.09561111299062,198.28010831042712,Seedling,Low
Potato,Clay,28.445125410639555,67.79786198212433,89.26097244315037,105.33196522228319,Fruiting,Low
Tomato,Silty,34.10078743073825,75.45634352493992,75.87628515763201,57.60880195697011,Flowering,Low
Sugarcane,Loamy,21.63713459420051,33.578777035411065,69.65929092411221,158.1553617145158,Fruiting,Medium
Cotton,Loamy,35.312211379753435,91.92553150733258,26.643732341301536,31.86214710500299,Flowering,High
Cotton,Silty,38.1672082767983,67.90544422169285,80.09118277472058,50.409371934414104,Vegetative,Low
Sugarcane,Silty,29.19639560653196,83.52851891529161,52.06310748284372,156.97598189985644,Maturity,Low
Maize,Loamy,33.53180772185383,60.504928646312884,81.14320176575644,86.72918494640598,Seedling,Low
Potato,Sandy,28.689777714671955,51.070763569241194,36.386226353990345,40.307587397533354,Flowering,High
Sugarcane,Loamy,41.822741077735365,93.28871799462469,14.96408421083462,130.2251489904649,Seedling,High
Groundnut,Silty,29.936075415429574,63.659102811487706,48.07807749277969,146.55237227633657,Vegetative,Low
Groundnut,Loamy,40.25426127086457,85.01551870993842,31.587008385430213,25.014247890113815,Fruiting,High
Wheat,Sandy,39.04056174810746,91.49692972747174,67.21834318210385,55.39605199498683,Flowering,Medium
Cotton,Clay,27.315144640450697,70.65159702564944,86.56852422848259,44.25535107444665,Maturity,Low
Maize,Clay,21.90253475572425,61.17040088890062,65.27793209212511,75.97092575249043,Flowering,Low
Maize,Loamy,27.18246397679313,20.263313818298798,80.95471437673628,152.68897911521287,Fruiting,Medium
Tomato,Sandy,39.786521273256604,23.00147305542545,46.24192108809651,142.74162045486486,Fruiting,High
Tomato,Clay,21.82897607458177,35.063841203833725,71.73125897562414,132.50478207674078,Maturity,Low
Sugarcane,Loamy,30.73309037573248,33.95063238919964,77.44347493373627,1.2571091737182405,Maturity,High
Maize,Loamy,39.182902438822424,39.1069096399884,66.87005020668339,28.428662676077888,Vegetative,High
Sugarcane,Sandy,25.604324253851363,42.87009782732456,50.62218288556517,44.659509820413355,Seedling,Low
Potato,Silty,34.26628911008092,47.004912016304615,60.069288769229445,54.39116920776992,Flowering,Medium
Sugarcane,Loamy,22.368947221464435,51.54032675516574,66.04055965431043,29.28530832978,Vegetative,Low
Tomato,Silty,18.278383361044796,27.4149753842011,30.24675225771415,82.06311029477793,Seedling,Medium
Cotton,Silty,38.83152675278569,23.177144896458653,74.76634087319879,15.036117002805183,Vegetative,High
Sugarcane,Clay,17.969058702261204,70.54583368047676,86.02596311738186,150.00443807755616,Maturity,Low
Rice,Silty,23.141441852387537,60.300111863230825,47.21914521439488,157.544157459221,Maturity,Low
Cotton,Sandy,40.65328265992321,53.310815166508974,66.0853746487902,114.85333792017963,Fruiting,Medium
Maize,Clay,25.394078612360016,67.58299558762643,68.96207246322831,17.940975408393566,Flowering,Medium
Maize,Clay,44.19136048542484,82.07595554026554,62.979803801718425,178.0166339093516,Flowering,Medium
Sugarcane,Clay,44.3920300432158,52.076968183715344,53.769208666290844,193.1271657416229,Flowering,Medium
Cotton,Loamy,23.0482806136067,68.08395987889845,80.53183636598484,40.47271206435787,Vegetative,Low
Tomato,Loamy,16.229346667496714,91.5179167876369,45.914136741511555,140.92796388814395,Vegetative,Low
Tomato,Silty,36.151898526161375,82.97183718961705,14.888236518928286,168.38772612849715,Flowering,High
Groundnut,Clay,28.52959507945031,51.95006078768071,77.56451005697282,107.96870450854045,Fruiting,Low
Maize,Clay,18.02258531878729,68.35376283610572,63.918501785324054,64.66461990534978,Seedling,Low
Wheat,Sandy,36.22568456934128,33.28031914369548,77.94069011997172,95.71174301607053,Vegetative,Medium
Groundnut,Silty,15.935247273357637,62.03916386713174,21.083795395575542,102.4537501568904,Flowering,Medium
Tomato,Sandy,41.10590071476726,93.5996218353832,12.460235240777306,80.12740883760559,Maturity,High
Cotton,Silty,19.159575873399113,58.87363364018917,84.7499632306001,185.96849872674125,Vegetative,Low
Potato,Silty,18.81935636240175,89.57287243926105,21.818264468045943,148.7766221885004,Seedling,Medium
Tomato,Loamy,20.270168939057534,50.55011903774455,74.77218656563615,48.260328450992795,Vegetative,Low
Cotton,Loamy,43.807990754761995,94.91336203884734,75.85679537445087,117.1114374639737,Seedling,Low
Groundnut,Sandy,35.79508080761538,63.44150264206684,66.69641604392024,137.73783018623348,Seedling,Low
Maize,Silty,39.041146063909096,23.170174567695092,20.500976887429676,28.031284340426055,Vegetative,High
Tomato,Clay,26.92904957198259,64.00660975185411,63.3918899648646,71.68514847602975,Seedling,Low
Sugarcane,Loamy,25.089381825148667,40.59295217596975,81.12692666614925,181.1096563207832,Vegetative,Low
Cotton,Clay,22.0345202034951,22.436099152692105,44.04253158407066,113.4346200370403,Vegetative,Medium
Maize,Sandy,29.41944084937227,81.56399785209976,43.08134835028791,43.39954921206337,Fruiting,Medium
Potato,Loamy,31.554862006025054,40.67972277355669,45.42866476635353,24.556959623830153,Maturity,Medium
Potato,Loamy,33.95324530958266,79.74114155348738,16.581751254096517,103.64537869497555,Seedling,Medium
Wheat,Silty,22.713555119960837,41.61631872169002,81.36204552239788,109.53714460582881,Vegetative,Low
Cotton,Sandy,43.45962242708972,34.57447654053307,79.53462911844083,66.88289027092247,Seedling,Medium
Groundnut,Silty,20.092754946214075,93.04516805783206,89.8327457432229,126.08320568382369,Vegetative,Low
Wheat,Loamy,43.96959524299237,47.12339958162647,56.81465131987308,13.736937243877744,Vegetative,High
Wheat,Sandy,15.445683675225114,65.10321585823704,70.09533091611087,29.027938653228126,Vegetative,Low
Rice,Loamy,29.433770754505368,65.74861196108537,26.213752504584377,109.25476420225183,Maturity,Medium
